,week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,cumulative_weeks_in_top_10,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
2632,2021-08-01,Films (Non-English),5,Bartkowiak,,9210000,1,tm1068632,MOVIE,"After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub — and soon learns his sibling's death wasn’t an accident.",2021.0,,91.0,"['action', 'thriller', 'crime', 'sport']",['PL'],,tt14315566,5.1,1205.0
2633,2021-08-01,Films (Non-English),6,Rurouni Kenshin: The Beginning,,8610000,1,tm855075,MOVIE,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.",2021.0,R,138.0,"['action', 'drama']",['JP'],,tt11991748,7.4,8273.0
2634,2021-08-01,Films (Non-English),7,Chernobyl 1986,,5570000,2,,,,,,,,,,,,
2635,2021-08-01,Films (Non-English),8,A Perfect Fit,,3130000,3,tm1018592,MOVIE,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",2021.0,,112.0,"['comedy', 'drama', 'romance']",['ID'],,tt13606090,5.3,585.0
2636,2021-08-01,Films (Non-English),9,Major Grom: Plague Doctor,,2770000,4,tm454879,MOVIE,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",2021.0,,136.0,"['action', 'crime']",['RU'],,tt7601480,6.3,11939.0
2637,2021-08-01,Films (Non-English),10,Words Bubble Up Like Soda Pop,,2180000,1,tm847430,MOVIE,"After meeting one bright, sunny day, a shy boy who expresses himself through haiku and a bubbly but self-conscious girl share a brief, magical summer.",2020.0,,87.0,"['animation', 'drama']",['JP'],,,,
2638,2021-08-01,TV (English),1,Outer Banks,Outer Banks: Season 2,100160000,1,ts235655,SHOW,"A tight-knit group of teens unearths a long-buried secret, setting off a chain of illicit events that takes them on an adventure they'll never forget.",2020.0,TV-MA,49.0,"['thriller', 'action', 'drama', 'romance', 'crime']",['US'],2.0,tt10293938,7.5,45815.0
2639,2021-08-01,TV (English),2,All American,All American: Season 3,43970000,1,ts83970,SHOW,"When a rising high school football player from South Central L.A. is recruited to play for Beverly Hills High, the wins, losses and struggles of two families from vastly different worlds - Compton and Beverly Hills - begin to collide. Inspired by the life of pro football player Spencer Paysinger.",2018.0,TV-14,42.0,"['drama', 'sport']",['US'],5.0,tt7414406,7.6,9704.0
2640,2021-08-01,TV (English),3,Virgin River,Virgin River: Season 3,28320000,4,ts89840,SHOW,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",2019.0,TV-14,44.0,"['drama', 'romance']",['US'],4.0,tt9077530,7.4,36459.0
2641,2021-08-01,TV (English),4,Outer Banks,Outer Banks: Season 1,26240000,1,ts235655,SHOW,"A tight-knit group of teens unearths a long-buried secret, setting off a chain of illicit events that takes them on an adventure they'll never forget.",2020.0,TV-MA,49.0,"['thriller', 'action', 'drama', 'romance', 'crime']",['US'],2.0,tt10293938,7.5,45815.0
2642,2021-08-01,TV (English),5,Never Have I Ever,Never Have I Ever: Season 2,23570000,3,ts235758,SHOW,"The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.",2020.0,TV-14,28.0,"['comedy', 'drama']",['US'],4.0,tt10062292,7.8,47000.0
2643,2021-08-01,TV (English),6,Sex/Life,Sex/Life: Season 1,21620000,5,ts289334,SHOW,A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.,2021.0,TV-MA,47.0,"['comedy', 'drama', 'romance']",['US'],2.0,tt10839422,5.4,20549.0
2644,2021-08-01,TV (English),7,Love Is Blind,Love Is Blind: Season 1,19370000,1,ts304505,SHOW,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating.",2020.0,TV-MA,54.0,"['reality', 'romance']",['US'],5.0,tt11704040,6.1,7863.0
2645,2021-08-01,TV (English),8,The Good Doctor,The Good Doctor: Season 1,18510000,3,,,,,,,,,,,,
2646,2021-08-01,TV (English),9,The Walking Dead,The Walking Dead: Season 10,15050000,1,ts9,SHOW,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,2010.0,TV-MA,46.0,"['action', 'drama', 'scifi', 'horror', 'thriller']",['US'],11.0,tt1520211,8.2,956604.0
2647,2021-08-01,TV (English),10,The Good Doctor,The Good Doctor: Season 2,13240000,1,,,,,,,,,,,,
2648,2021-08-01,TV (Non-English),1,The Cook of Castamar,The Cook of Castamar: Season 1,24170000,4,ts265991,SHOW,"Set in early 18th-century Madrid, the plot follows the love story between an agoraphobic cook and a widowed nobleman.",2021.0,TV-MA,55.0,['drama'],['ES'],1.0,tt12626014,7.4,3807.0
2649,2021-08-01,TV (Non-English),2,"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",16700000,5,,,,,,,,,,,,
2650,2021-08-01,TV (Non-English),3,How to Sell Drugs Online (Fast),How to Sell Drugs Online (Fast): Season 3,16470000,1,ts89744,SHOW,"How do you win back your girlfriend from the school drug dealer? For Moritz, the answer is clear: sell better drugs. Out of his teenage bedroom, he joins forces with his best friend Lenny to launch what turns into an unexpectedly successful online drug market. Soon, as accidental drug dealers, they’re faced with standard drug empire problems: meeting demand, quality control, and, most importantly: not getting caught.",2019.0,TV-MA,32.0,"['comedy', 'crime', 'drama', 'romance']",['DE'],3.0,tt9184994,7.9,31516.0
2651,2021-08-01,TV (Non-English),4,Sky Rojo,Sky Rojo: Season 2,15660000,2,ts108621,SHOW,"Coral, Wendy, and Gina go on the run in search of freedom while being chased by Romeo, their pimp from Las Novias Club, and his henchmen, Moises and Christian.",2021.0,TV-MA,27.0,"['drama', 'thriller', 'action', 'crime']",['ES'],3.0,tt8690776,6.5,8706.0
2652,2021-08-01,TV (Non-English),5,The Snitch Cartel: Origins,The Snitch Cartel: Origins: Season 1,15150000,1,ts297058,SHOW,"In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.",2021.0,TV-MA,47.0,"['crime', 'drama']",['CO'],1.0,tt14417802,5.6,189.0
2653,2021-08-01,TV (Non-English),6,Too Hot to Handle: Brazil,Too Hot to Handle: Brazil: Season 1,14230000,2,ts328617,SHOW,"Sizzling hot young Brazilians meet at a dreamy beach resort. But for a shot at R$500,000 in this fun reality show, they'll have to give up sex.",2021.0,TV-MA,56.0,"['reality', 'romance']",['BR'],1.0,tt14902484,5.4,457.0
2654,2021-08-01,TV (Non-English),7,Carrossel,,12730000,4,,,,,,,,,,,,
2655,2021-08-01,TV (Non-English),8,"Nevertheless,","Nevertheless,: Season 1",7710000,3,ts288005,SHOW,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,2021.0,,70.0,"['drama', 'romance']",['KR'],1.0,tt14518284,7.2,4939.0
2656,2021-08-01,TV (Non-English),9,Chiquititas,,7020000,1,,,,,,,,,,,,
2657,2021-08-01,TV (Non-English),10,Elite,Elite: Season 4,6920000,5,ts78305,SHOW,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",2018.0,TV-MA,48.0,"['thriller', 'drama', 'crime']",['ES'],5.0,tt7134908,7.4,75337.0
2658,2021-07-25,Films (English),1,Trollhunters: Rise of the Titans,,16130000,1,tm963182,MOVIE,The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.,2021.0,,104.0,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy']",['US'],,tt12851396,6.7,4818.0
2659,2021-07-25,Films (English),2,The Last Letter From Your Lover,,13140000,1,tm981945,MOVIE,A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.,2021.0,,109.0,"['drama', 'romance']","['GB', 'CA']",,tt1893273,6.6,17099.0
2660,2021-07-25,Films (English),3,Twilight,,12550000,2,,,,,,,,,,,,
2661,2021-07-25,Films (English),4,Fear Street Part 3: 1666,,12350000,2,,,,,,,,,,,,
2662,2021-07-25,Films (English),5,The Twilight Saga: New Moon,,10320000,1,,,,,,,,,,,,
2663,2021-07-25,Films (English),6,Fear Street Part 1: 1994,,9240000,4,,,,,,,,,,,,
2664,2021-07-25,Films (English),7,The Twilight Saga: Breaking Dawn: Part 2,,9240000,1,,,,,,,,,,,,
2665,2021-07-25,Films (English),8,The Twilight Saga: Eclipse,,9220000,1,,,,,,,,,,,,
2666,2021-07-25,Films (English),9,Fear Street Part 2: 1978,,9100000,3,,,,,,,,,,,,
2667,2021-07-25,Films (English),10,The Twilight Saga: Breaking Dawn: Part 1,,8250000,1,,,,,,,,,,,,
2668,2021-07-25,Films (Non-English),1,Blood Red Sky,,35930000,1,tm1027081,MOVIE,A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,2021.0,,121.0,"['thriller', 'action', 'fantasy', 'horror']","['GB', 'DE']",,tt11607896,6.1,44006.0
2669,2021-07-25,Films (Non-English),2,Kingdom: Ashin of the North,,16380000,1,tm1005109,MOVIE,"Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""",2021.0,,92.0,"['fantasy', 'horror', 'thriller', 'action', 'drama']",['KR'],,tt13412252,7.2,4890.0
2670,2021-07-25,Films (Non-English),3,Chernobyl 1986,,8250000,1,,,,,,,,,,,,
2671,2021-07-25,Films (Non-English),4,A Perfect Fit,,8000000,2,tm1018592,MOVIE,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",2021.0,,112.0,"['comedy', 'drama', 'romance']",['ID'],,tt13606090,5.3,585.0
2672,2021-07-25,Films (Non-English),5,Major Grom: Plague Doctor,,7190000,3,tm454879,MOVIE,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",2021.0,,136.0,"['action', 'crime']",['RU'],,tt7601480,6.3,11939.0
2673,2021-07-25,Films (Non-English),6,The Guide to the Perfect Family,,4580000,2,tm1037519,MOVIE,"A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",2021.0,,102.0,"['comedy', 'drama']",['CA'],,tt11991786,6.4,1668.0
2674,2021-07-25,Films (Non-English),7,A Classic Horror Story,,4060000,2,tm1044275,MOVIE,"Five people travelling by camper crash into a tree. When they recover, the road they were driving on has been replaced by an impenetrable forest and a wooden house.",2021.0,,95.0,"['horror', 'thriller', 'drama']",['IT'],,,,
2675,2021-07-25,Films (Non-English),8,Deep,,3200000,1,tm1064532,MOVIE,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before it’s too late.,2021.0,,101.0,"['scifi', 'thriller', 'drama']",['TH'],,tt14880258,4.8,1441.0
2676,2021-07-25,Films (Non-English),9,Tô Ryca,,2930000,2,,,,,,,,,,,,
2677,2021-07-25,Films (Non-English),10,Haseen Dillruba,,2620000,4,tm867681,MOVIE,"Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",2021.0,,135.0,"['romance', 'thriller', 'crime', 'drama']",['IN'],,tt11027830,6.9,26194.0
2678,2021-07-25,TV (English),1,Never Have I Ever,Never Have I Ever: Season 2,50190000,2,ts235758,SHOW,"The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.",2020.0,TV-14,28.0,"['comedy', 'drama']",['US'],4.0,tt10062292,7.8,47000.0
2679,2021-07-25,TV (English),2,Virgin River,Virgin River: Season 3,44890000,3,ts89840,SHOW,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",2019.0,TV-14,44.0,"['drama', 'romance']",['US'],4.0,tt9077530,7.4,36459.0
2680,2021-07-25,TV (English),3,Sex/Life,Sex/Life: Season 1,31200000,4,ts289334,SHOW,A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.,2021.0,TV-MA,47.0,"['comedy', 'drama', 'romance']",['US'],2.0,tt10839422,5.4,20549.0
2681,2021-07-25,TV (English),4,The Good Doctor,The Good Doctor: Season 1,25520000,2,,,,,,,,,,,,
2682,2021-07-25,TV (English),5,Never Have I Ever,Never Have I Ever: Season 1,17400000,1,ts235758,SHOW,"The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.",2020.0,TV-14,28.0,"['comedy', 'drama']",['US'],4.0,tt10062292,7.8,47000.0
2683,2021-07-25,TV (English),6,Manifest,Manifest: Season 1,16220000,4,ts81294,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018.0,TV-14,42.0,"['drama', 'thriller', 'scifi']",['US'],4.0,tt8421350,7.1,53185.0
2684,2021-07-25,TV (English),7,Atypical,Atypical: Season 4,15920000,3,ts56969,SHOW,"Sam, an 18-year-old on the autism spectrum, takes a funny, yet painful, journey of self-discovery for love and independence and upends his family.",2017.0,TV-14,31.0,"['comedy', 'drama']",['US'],4.0,tt6315640,8.3,81643.0
2685,2021-07-25,TV (English),8,Heist,Heist: Season 1,15390000,2,ts299865,SHOW,Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,2021.0,TV-MA,43.0,"['crime', 'documentation']",['US'],1.0,tt14865290,6.8,1748.0
2686,2021-07-25,TV (English),9,Virgin River,Virgin River: Season 1,14360000,3,ts89840,SHOW,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",2019.0,TV-14,44.0,"['drama', 'romance']",['US'],4.0,tt9077530,7.4,36459.0
2687,2021-07-25,TV (English),10,Virgin River,Virgin River: Season 2,13770000,2,ts89840,SHOW,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",2019.0,TV-14,44.0,"['drama', 'romance']",['US'],4.0,tt9077530,7.4,36459.0
2688,2021-07-25,TV (Non-English),1,The Cook of Castamar,The Cook of Castamar: Season 1,36650000,3,ts265991,SHOW,"Set in early 18th-century Madrid, the plot follows the love story between an agoraphobic cook and a widowed nobleman.",2021.0,TV-MA,55.0,['drama'],['ES'],1.0,tt12626014,7.4,3807.0
2689,2021-07-25,TV (Non-English),2,"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",19070000,4,,,,,,,,,,,,
2690,2021-07-25,TV (Non-English),3,Sky Rojo,Sky Rojo: Season 2,12980000,1,ts108621,SHOW,"Coral, Wendy, and Gina go on the run in search of freedom while being chased by Romeo, their pimp from Las Novias Club, and his henchmen, Moises and Christian.",2021.0,TV-MA,27.0,"['drama', 'thriller', 'action', 'crime']",['ES'],3.0,tt8690776,6.5,8706.0
2691,2021-07-25,TV (Non-English),4,Carrossel,,12150000,3,,,,,,,,,,,,
2692,2021-07-25,TV (Non-English),5,The War Next-door,The War Next-door: Season 1,9730000,3,ts296179,SHOW,"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",2021.0,TV-MA,33.0,['comedy'],['MX'],2.0,tt14821886,5.7,444.0
2693,2021-07-25,TV (Non-English),6,Too Hot to Handle: Brazil,Too Hot to Handle: Brazil: Season 1,9450000,1,ts328617,SHOW,"Sizzling hot young Brazilians meet at a dreamy beach resort. But for a shot at R$500,000 in this fun reality show, they'll have to give up sex.",2021.0,TV-MA,56.0,"['reality', 'romance']",['BR'],1.0,tt14902484,5.4,457.0
2694,2021-07-25,TV (Non-English),7,Elite,Elite: Season 4,9410000,4,ts78305,SHOW,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",2018.0,TV-MA,48.0,"['thriller', 'drama', 'crime']",['ES'],5.0,tt7134908,7.4,75337.0
2695,2021-07-25,TV (Non-English),8,Hospital Playlist,Hospital Playlist: Season 2,8070000,2,ts223192,SHOW,Hospital Playlist tells the story of five doctors who have been friends since they entered medical school in 1999.,2020.0,TV-14,93.0,"['drama', 'comedy']",['KR'],2.0,tt11769304,8.8,5099.0
2696,2021-07-25,TV (Non-English),9,"Nevertheless,","Nevertheless,: Season 1",7880000,2,ts288005,SHOW,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,2021.0,,70.0,"['drama', 'romance']",['KR'],1.0,tt14518284,7.2,4939.0
2697,2021-07-25,TV (Non-English),10,Lupin,Lupin: Part 2,6840000,4,ts296046,SHOW,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",2021.0,TV-MA,46.0,"['crime', 'drama', 'thriller', 'action', 'comedy']",['FR'],3.0,tt2531336,7.5,102888.0
2698,2021-07-18,Films (English),1,Fear Street Part 3: 1666,,20080000,1,,,,,,,,,,,,
2699,2021-07-18,Films (English),2,Fear Street Part 2: 1978,,16820000,2,,,,,,,,,,,,
2700,2021-07-18,Films (English),3,Fear Street Part 1: 1994,,14370000,3,,,,,,,,,,,,
2701,2021-07-18,Films (English),4,Gunpowder Milkshake,,11770000,1,tm501313,MOVIE,Three generations of women fight back against those who could take everything from them.,2021.0,R,114.0,"['action', 'thriller', 'crime']","['FR', 'DE', 'US']",,tt8368408,6.0,42709.0
2702,2021-07-18,Films (English),5,The Water Man,,11630000,1,tm927037,MOVIE,"Hoping to save his sick mother, a boy named Gunner and his friend Jo venture into the remote Wild Horse forest to search for a mythical figure who possesses the secret to immortality. When they go missing, Gunner's father Amos must immerse himself in his son's world to find them.",2020.0,PG,92.0,"['action', 'thriller', 'drama', 'family', 'fantasy']",['US'],,tt4779326,5.4,3880.0
2703,2021-07-18,Films (English),6,This Little Love of Mine,,8810000,2,tm1027712,MOVIE,"Laura Price is a successful San Francisco lawyer on the cusp of promotion – a far cry from her childhood growing up on a tropical island with best friends Chip and Gem. When the firm’s biggest client – Chip’s grandfather – asks Laura to travel to the island and deliver a contract to make Chip his heir, she leaves behind her practice and fiancé Owen to convince her childhood friend to sign a contract that will make him a billionaire.",2021.0,G,91.0,"['romance', 'comedy']",['AU'],,tt12546872,5.3,2514.0
2704,2021-07-18,Films (English),7,Wish Dragon,,8550000,3,tm434625,MOVIE,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,2021.0,PG,99.0,"['fantasy', 'animation', 'family', 'comedy', 'romance']","['US', 'CN']",,tt5562070,7.2,25743.0
2705,2021-07-18,Films (English),8,Fatherhood,,7790000,3,tm1064228,MOVIE,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",2021.0,PG-13,109.0,"['drama', 'comedy']","['CA', 'US']",,tt4733624,6.6,34661.0
2706,2021-07-18,Films (English),9,Twilight,,7640000,1,,,,,,,,,,,,
2707,2021-07-18,Films (English),10,Rust Creek,,6560000,1,,,,,,,,,,,,
2708,2021-07-18,Films (Non-English),1,Major Grom: Plague Doctor,,21050000,2,tm454879,MOVIE,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",2021.0,,136.0,"['action', 'crime']",['RU'],,tt7601480,6.3,11939.0
2709,2021-07-18,Films (Non-English),2,How I Became a Superhero,,9860000,2,,,,,,,,,,,,
2710,2021-07-18,Films (Non-English),3,A Classic Horror Story,,9090000,1,tm1044275,MOVIE,"Five people travelling by camper crash into a tree. When they recover, the road they were driving on has been replaced by an impenetrable forest and a wooden house.",2021.0,,95.0,"['horror', 'thriller', 'drama']",['IT'],,,,
2711,2021-07-18,Films (Non-English),4,The Guide to the Perfect Family,,5130000,1,tm1037519,MOVIE,"A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",2021.0,,102.0,"['comedy', 'drama']",['CA'],,tt11991786,6.4,1668.0
2712,2021-07-18,Films (Non-English),5,Haseen Dillruba,,4430000,3,tm867681,MOVIE,"Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",2021.0,,135.0,"['romance', 'thriller', 'crime', 'drama']",['IN'],,tt11027830,6.9,26194.0
2713,2021-07-18,Films (Non-English),6,A Perfect Fit,,3170000,1,tm1018592,MOVIE,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",2021.0,,112.0,"['comedy', 'drama', 'romance']",['ID'],,tt13606090,5.3,585.0
2714,2021-07-18,Films (Non-English),7,Last Summer,,2420000,2,tm1065788,MOVIE,"For Deniz, a 16-year-old teenager, this summer is different from the others. Deniz, who goes to his family's summer house every year, falls in love with a young girl named Aslı. Trying to get closer to Aslı, Deniz realizes that a handsome young man, Burak, also likes Aslı.",2021.0,,101.0,"['drama', 'romance']",['TR'],,tt13067004,6.3,2878.0
2715,2021-07-18,Films (Non-English),8,Tô Ryca,,2210000,1,,,,,,,,,,,,
2716,2021-07-18,Films (Non-English),9,The 8th Night,,1860000,3,tm810494,MOVIE,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",2021.0,,115.0,"['thriller', 'horror']",['KR'],,tt14781176,5.3,3332.0
2717,2021-07-18,Films (Non-English),10,Silver Skates,,1780000,3,tm454824,MOVIE,"1899, the Christmas-time St.Petersburg. Ice-covered rivers and canals of the capital seethe with festive activities. On the eve of the new century those who should not be destined to meet, come together. They are people from different worlds: Matvey, the son of a lamplighter, whose only treasure is his silver-plated skates; Alice is the daughter of a high-ranking official dreaming of science. Each of them has his own difficult life-story, but having accidentally met they rush forward together in pursuit of their dreams.",2020.0,,136.0,"['history', 'romance', 'action', 'drama', 'family']",['RU'],,tt10525672,7.1,5946.0
2718,2021-07-18,TV (English),1,Virgin River,Virgin River: Season 3,87270000,2,ts89840,SHOW,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",2019.0,TV-14,44.0,"['drama', 'romance']",['US'],4.0,tt9077530,7.4,36459.0
2719,2021-07-18,TV (English),2,Never Have I Ever,Never Have I Ever: Season 2,58380000,1,ts235758,SHOW,"The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.",2020.0,TV-14,28.0,"['comedy', 'drama']",['US'],4.0,tt10062292,7.8,47000.0
2720,2021-07-18,TV (English),3,Sex/Life,Sex/Life: Season 1,45000000,3,ts289334,SHOW,A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.,2021.0,TV-MA,47.0,"['comedy', 'drama', 'romance']",['US'],2.0,tt10839422,5.4,20549.0
2721,2021-07-18,TV (English),4,Atypical,Atypical: Season 4,29680000,2,ts56969,SHOW,"Sam, an 18-year-old on the autism spectrum, takes a funny, yet painful, journey of self-discovery for love and independence and upends his family.",2017.0,TV-14,31.0,"['comedy', 'drama']",['US'],4.0,tt6315640,8.3,81643.0
2722,2021-07-18,TV (English),5,Manifest,Manifest: Season 1,21350000,3,ts81294,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018.0,TV-14,42.0,"['drama', 'thriller', 'scifi']",['US'],4.0,tt8421350,7.1,53185.0
2723,2021-07-18,TV (English),6,Virgin River,Virgin River: Season 1,20080000,2,ts89840,SHOW,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",2019.0,TV-14,44.0,"['drama', 'romance']",['US'],4.0,tt9077530,7.4,36459.0
2724,2021-07-18,TV (English),7,The Good Doctor,The Good Doctor: Season 1,18980000,1,,,,,,,,,,,,
2725,2021-07-18,TV (English),8,Heist,Heist: Season 1,18710000,1,ts299865,SHOW,Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,2021.0,TV-MA,43.0,"['crime', 'documentation']",['US'],1.0,tt14865290,6.8,1748.0
2726,2021-07-18,TV (English),9,Virgin River,Virgin River: Season 2,17000000,1,ts89840,SHOW,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",2019.0,TV-14,44.0,"['drama', 'romance']",['US'],4.0,tt9077530,7.4,36459.0
2727,2021-07-18,TV (English),10,Too Hot to Handle,Too Hot to Handle: Season 2,16110000,3,ts236531,SHOW,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",2020.0,TV-MA,42.0,"['reality', 'romance']",['US'],3.0,tt12004280,4.6,12230.0
2728,2021-07-18,TV (Non-English),1,The Cook of Castamar,The Cook of Castamar: Season 1,51570000,2,ts265991,SHOW,"Set in early 18th-century Madrid, the plot follows the love story between an agoraphobic cook and a widowed nobleman.",2021.0,TV-MA,55.0,['drama'],['ES'],1.0,tt12626014,7.4,3807.0
2729,2021-07-18,TV (Non-English),2,"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",21450000,3,,,,,,,,,,,,
2730,2021-07-18,TV (Non-English),3,The War Next-door,The War Next-door: Season 1,14360000,2,ts296179,SHOW,"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",2021.0,TV-MA,33.0,['comedy'],['MX'],2.0,tt14821886,5.7,444.0
2731,2021-07-18,TV (Non-English),4,Elite,Elite: Season 4,14240000,3,ts78305,SHOW,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",2018.0,TV-MA,48.0,"['thriller', 'drama', 'crime']",['ES'],5.0,tt7134908,7.4,75337.0
2732,2021-07-18,TV (Non-English),5,Elize Matsunaga: Once Upon a Crime,Elize Matsunaga: Once Upon a Crime: Season 1,12510000,2,ts296201,SHOW,"The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.",2021.0,TV-MA,49.0,"['crime', 'documentation']",['BR'],1.0,tt14856998,5.9,2152.0
2733,2021-07-18,TV (Non-English),6,Carrossel,,11620000,2,,,,,,,,,,,,
2734,2021-07-18,TV (Non-English),7,Lupin,Lupin: Part 2,9280000,3,ts296046,SHOW,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",2021.0,TV-MA,46.0,"['crime', 'drama', 'thriller', 'action', 'comedy']",['FR'],3.0,tt2531336,7.5,102888.0
2735,2021-07-18,TV (Non-English),8,Hospital Playlist,Hospital Playlist: Season 2,8530000,1,ts223192,SHOW,Hospital Playlist tells the story of five doctors who have been friends since they entered medical school in 1999.,2020.0,TV-14,93.0,"['drama', 'comedy']",['KR'],2.0,tt11769304,8.8,5099.0
2736,2021-07-18,TV (Non-English),9,"Nevertheless,","Nevertheless,: Season 1",8130000,1,ts288005,SHOW,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,2021.0,,70.0,"['drama', 'romance']",['KR'],1.0,tt14518284,7.2,4939.0
