,week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,cumulative_weeks_in_top_10,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
0,2022-10-30,Films (English),1,The Good Nurse,,68310000,1,,,,,,,,,,,,
1,2022-10-30,Films (English),2,The School for Good and Evil,,41950000,2,,,,,,,,,,,,
2,2022-10-30,Films (English),3,The Stranger,,9170000,2,ts224901,SHOW,A web of secrets sends family man Adam Price on a desperate quest to uncover the truth about the people closest to him.,2020.0,TV-MA,45.0,"['thriller', 'crime', 'drama']",['GB'],1.0,tt9698480,7.3,48298.0
3,2022-10-30,Films (English),4,Wild Is the Wind,,8890000,1,,,,,,,,,,,,
4,2022-10-30,Films (English),5,The Curse of Bridge Hollow,,8170000,3,,,,,,,,,,,,
5,2022-10-30,Films (English),6,Luckiest Girl Alive,,8020000,4,,,,,,,,,,,,
6,2022-10-30,Films (English),7,Sing,,5420000,4,,,,,,,,,,,,
7,2022-10-30,Films (English),8,The Boss Baby,,4210000,4,,,,,,,,,,,,
8,2022-10-30,Films (English),9,Hubie Halloween,,3960000,1,tm847998,MOVIE,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",2020.0,PG-13,103.0,"['horror', 'comedy', 'thriller', 'fantasy']",['US'],,tt10682266,5.2,48575.0
9,2022-10-30,Films (English),10,Blade of the 47 Ronin,,3940000,1,,,,,,,,,,,,
10,2022-10-30,Films (Non-English),1,All Quiet on the Western Front,,31500000,1,,,,,,,,,,,,
11,2022-10-30,Films (Non-English),2,The Chalk Line,,17360000,1,,,,,,,,,,,,
12,2022-10-30,Films (Non-English),3,20th Century Girl,,15900000,2,,,,,,,,,,,,
13,2022-10-30,Films (Non-English),4,Beyond the Universe,,12360000,1,,,,,,,,,,,,
14,2022-10-30,Films (Non-English),5,Hellhole,,10470000,1,,,,,,,,,,,,
15,2022-10-30,Films (Non-English),6,Robbing Mussolini,,4600000,1,,,,,,,,,,,,
16,2022-10-30,Films (Non-English),7,Someone Borrowed,,4200000,3,,,,,,,,,,,,
17,2022-10-30,Films (Non-English),8,Lost Bullet,,3250000,4,tm893799,MOVIE,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.",2020.0,,92.0,"['thriller', 'action', 'crime']","['BE', 'FR']",,tt10456740,6.3,9479.0
18,2022-10-30,Films (Non-English),9,Rurouni Kenshin: The Beginning,,2290000,8,tm855075,MOVIE,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.",2021.0,R,138.0,"['action', 'drama']",['JP'],,tt11991748,7.4,8273.0
19,2022-10-30,Films (Non-English),10,Laal Singh Chaddha,,1990000,4,,,,,,,,,,,,
20,2022-10-30,TV (English),1,From Scratch,From Scratch: Limited Series,72020000,2,,,,,,,,,,,,
21,2022-10-30,TV (English),2,The Watcher,The Watcher: Season 1,67510000,3,,,,,,,,,,,,
22,2022-10-30,TV (English),3,Guillermo del Toro's Cabinet of Curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,49950000,1,,,,,,,,,,,,
23,2022-10-30,TV (English),4,Love Is Blind,Love Is Blind: Season 3,42070000,2,ts304505,SHOW,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating.",2020.0,TV-MA,54.0,"['reality', 'romance']",['US'],5.0,tt11704040,6.1,7863.0
24,2022-10-30,TV (English),5,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,40960000,6,,,,,,,,,,,,
25,2022-10-30,TV (English),6,Unsolved Mysteries,Unsolved Mysteries: Volume 3,14060000,2,ts281928,SHOW,"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.",2020.0,TV-MA,49.0,"['documentation', 'drama', 'thriller', 'crime']",['US'],2.0,tt9642938,7.3,9492.0
26,2022-10-30,TV (English),7,The Bastard Son & The Devil Himself,The Bastard Son & The Devil Himself: Season 1,13830000,1,,,,,,,,,,,,
27,2022-10-30,TV (English),8,28 Days Haunted,28 Days Haunted: Season 1,13670000,2,,,,,,,,,,,,
28,2022-10-30,TV (English),9,Big Mouth,Big Mouth: Season 6,13590000,1,ts75879,SHOW,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,2017.0,TV-MA,27.0,"['comedy', 'animation', 'romance']",['US'],6.0,tt6524350,7.9,76088.0
29,2022-10-30,TV (English),10,Little Angel,Little Angel: Volume 1,10800000,1,,,,,,,,,,,,
30,2022-10-30,TV (Non-English),1,Til Money Do Us Part,Til Money Do Us Part: Season 1,51490000,2,,,,,,,,,,,,
31,2022-10-30,TV (Non-English),2,Barbarians,Barbarians: II,21220000,2,ts246072,SHOW,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",2020.0,TV-MA,47.0,"['drama', 'action', 'history']",['DE'],1.0,tt9184986,7.2,23709.0
32,2022-10-30,TV (Non-English),3,Dubai Bling,Dubai Bling: Season 1,13710000,1,,,,,,,,,,,,
33,2022-10-30,TV (Non-English),4,Little Women,Little Women: Season 1,12290000,8,tm113576,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994.0,PG,115.0,"['drama', 'romance', 'family']",['US'],,tt0110367,7.3,58178.0
34,2022-10-30,TV (Non-English),5,Barbarians,,12120000,2,ts246072,SHOW,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",2020.0,TV-MA,47.0,"['drama', 'action', 'history']",['DE'],1.0,tt9184986,7.2,23709.0
35,2022-10-30,TV (Non-English),6,Vatican Girl: The Disappearance of Emanuela Orlandi,Vatican Girl: The Disappearance of Emanuela Orlandi: Limited Series,10640000,2,,,,,,,,,,,,
36,2022-10-30,TV (Non-English),7,The Empress,The Empress: Season 1,9990000,5,,,,,,,,,,,,
37,2022-10-30,TV (Non-English),8,If Only,If Only: Season 1,9100000,1,,,,,,,,,,,,
38,2022-10-30,TV (Non-English),9,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,8990000,17,ts344162,SHOW,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,2022.0,,70.0,['drama'],['KR'],1.0,,,
39,2022-10-30,TV (Non-English),10,Under the Queen's Umbrella,Under the Queen's Umbrella: Season 1,8010000,1,,,,,,,,,,,,
40,2022-10-23,Films (English),1,The School for Good and Evil,,78830000,1,,,,,,,,,,,,
41,2022-10-23,Films (English),2,The Curse of Bridge Hollow,,25340000,2,,,,,,,,,,,,
42,2022-10-23,Films (English),3,Luckiest Girl Alive,,19300000,3,,,,,,,,,,,,
43,2022-10-23,Films (English),4,The Stranger,,17040000,1,ts224901,SHOW,A web of secrets sends family man Adam Price on a desperate quest to uncover the truth about the people closest to him.,2020.0,TV-MA,45.0,"['thriller', 'crime', 'drama']",['GB'],1.0,tt9698480,7.3,48298.0
44,2022-10-23,Films (English),5,Blackout,,12120000,2,,,,,,,,,,,,
45,2022-10-23,Films (English),6,Black and Blue,,9200000,2,,,,,,,,,,,,
46,2022-10-23,Films (English),7,Sing,,7300000,3,,,,,,,,,,,,
47,2022-10-23,Films (English),8,Mr. Harrigan's Phone,,5770000,3,,,,,,,,,,,,
48,2022-10-23,Films (English),9,The Boss Baby,,5190000,3,,,,,,,,,,,,
49,2022-10-23,Films (English),10,Charlie's Angels,,4920000,1,,,,,,,,,,,,
50,2022-10-23,Films (Non-English),1,Someone Borrowed,,14120000,2,,,,,,,,,,,,
51,2022-10-23,Films (Non-English),2,20th Century Girl,,8000000,1,,,,,,,,,,,,
52,2022-10-23,Films (Non-English),3,Dobaaraa,,3780000,2,,,,,,,,,,,,
53,2022-10-23,Films (Non-English),4,Old People,,3600000,3,,,,,,,,,,,,
54,2022-10-23,Films (Non-English),5,Laal Singh Chaddha,,3080000,3,,,,,,,,,,,,
55,2022-10-23,Films (Non-English),6,Doll House,,2050000,2,,,,,,,,,,,,
56,2022-10-23,Films (Non-English),7,Forever Rich,,2010000,2,tm1092075,MOVIE,A rising rap superstar spirals out when a humiliating video goes viral and pushes him into a battle for redemption — over the course of one long night.,2021.0,R,90.0,"['crime', 'comedy', 'drama', 'music', 'thriller']",['NL'],,tt12748300,5.5,1025.0
57,2022-10-23,Films (Non-English),8,Loving Adults,,1790000,7,,,,,,,,,,,,
58,2022-10-23,Films (Non-English),9,Blood Red Sky,,1510000,16,tm1027081,MOVIE,A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,2021.0,,121.0,"['thriller', 'action', 'fantasy', 'horror']","['GB', 'DE']",,tt11607896,6.1,44006.0
59,2022-10-23,Films (Non-English),10,Usogui,,1320000,2,,,,,,,,,,,,
60,2022-10-23,TV (English),1,The Watcher,The Watcher: Season 1,148240000,2,,,,,,,,,,,,
61,2022-10-23,TV (English),2,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,69110000,5,,,,,,,,,,,,
62,2022-10-23,TV (English),3,From Scratch,From Scratch: Limited Series,32230000,1,,,,,,,,,,,,
63,2022-10-23,TV (English),4,Love Is Blind,Love Is Blind: Season 3,24890000,1,ts304505,SHOW,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating.",2020.0,TV-MA,54.0,"['reality', 'romance']",['US'],5.0,tt11704040,6.1,7863.0
64,2022-10-23,TV (English),5,The Midnight Club,The Midnight Club: Season 1,21650000,3,,,,,,,,,,,,
65,2022-10-23,TV (English),6,Unsolved Mysteries,Unsolved Mysteries: Volume 3,18930000,1,ts281928,SHOW,"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.",2020.0,TV-MA,49.0,"['documentation', 'drama', 'thriller', 'crime']",['US'],2.0,tt9642938,7.3,9492.0
66,2022-10-23,TV (English),7,The Sinner,The Sinner: Season 4: Percy,13240000,3,ts56683,SHOW,"In a small New York town, a haunted detective hunts for answers about perplexing crimes while wrestling with his own demons.",2017.0,TV-MA,45.0,"['crime', 'drama', 'thriller']",['US'],4.0,tt6048596,7.9,118746.0
67,2022-10-23,TV (English),8,28 Days Haunted,28 Days Haunted: Season 1,12980000,1,,,,,,,,,,,,
68,2022-10-23,TV (English),9,Dynasty,Dynasty: Season 5,12610000,5,ts57465,SHOW,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017.0,TV-14,42.0,['drama'],['US'],5.0,tt6128300,7.2,21637.0
69,2022-10-23,TV (English),10,Wild Croc Territory,Wild Croc Territory: Season 1,11550000,1,,,,,,,,,,,,
70,2022-10-23,TV (Non-English),1,Til Money Do Us Part,Til Money Do Us Part: Season 1,21870000,1,,,,,,,,,,,,
71,2022-10-23,TV (Non-English),2,Holy Family,Holy Family: Season 1,18590000,2,,,,,,,,,,,,
72,2022-10-23,TV (Non-English),3,Little Women,Little Women: Season 1,15550000,7,tm113576,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994.0,PG,115.0,"['drama', 'romance', 'family']",['US'],,tt0110367,7.3,58178.0
73,2022-10-23,TV (Non-English),4,The Empress,The Empress: Season 1,15090000,4,,,,,,,,,,,,
74,2022-10-23,TV (Non-English),5,Barbarians,Barbarians: II,14590000,1,ts246072,SHOW,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",2020.0,TV-MA,47.0,"['drama', 'action', 'history']",['DE'],1.0,tt9184986,7.2,23709.0
75,2022-10-23,TV (Non-English),6,Vatican Girl: The Disappearance of Emanuela Orlandi,Vatican Girl: The Disappearance of Emanuela Orlandi: Limited Series,11580000,1,,,,,,,,,,,,
76,2022-10-23,TV (Non-English),7,The Playlist,The Playlist: Limited Series,10920000,1,,,,,,,,,,,,
77,2022-10-23,TV (Non-English),8,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,10490000,16,ts344162,SHOW,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,2022.0,,70.0,['drama'],['KR'],1.0,,,
78,2022-10-23,TV (Non-English),9,High Water,High Water: Season 1,10290000,3,,,,,,,,,,,,
79,2022-10-23,TV (Non-English),10,Barbarians,,8300000,1,ts246072,SHOW,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",2020.0,TV-MA,47.0,"['drama', 'action', 'history']",['DE'],1.0,tt9184986,7.2,23709.0
80,2022-10-16,Films (English),1,Luckiest Girl Alive,,57010000,2,,,,,,,,,,,,
81,2022-10-16,Films (English),2,The Curse of Bridge Hollow,,25120000,1,,,,,,,,,,,,
82,2022-10-16,Films (English),3,Blackout,,21090000,1,,,,,,,,,,,,
83,2022-10-16,Films (English),4,Mr. Harrigan's Phone,,20080000,2,,,,,,,,,,,,
84,2022-10-16,Films (English),5,Sing,,12310000,2,,,,,,,,,,,,
85,2022-10-16,Films (English),6,The Redeem Team,,10290000,2,,,,,,,,,,,,
86,2022-10-16,Films (English),7,The Boss Baby,,7390000,2,,,,,,,,,,,,
87,2022-10-16,Films (English),8,Running with the Devil,,6160000,1,,,,,,,,,,,,
88,2022-10-16,Films (English),9,Blonde,,6090000,3,,,,,,,,,,,,
89,2022-10-16,Films (English),10,Black and Blue,,5600000,1,,,,,,,,,,,,
90,2022-10-16,Films (Non-English),1,Someone Borrowed,,27380000,1,,,,,,,,,,,,
91,2022-10-16,Films (Non-English),2,Old People,,13480000,2,,,,,,,,,,,,
92,2022-10-16,Films (Non-English),3,Togo,,6790000,2,,,,,,,,,,,,
93,2022-10-16,Films (Non-English),4,Laal Singh Chaddha,,6490000,2,,,,,,,,,,,,
94,2022-10-16,Films (Non-English),5,Doll House,,4740000,1,,,,,,,,,,,,
95,2022-10-16,Films (Non-English),6,Jumping from High Places,,3320000,2,,,,,,,,,,,,
96,2022-10-16,Films (Non-English),7,Aníkúlápó,,3030000,3,,,,,,,,,,,,
97,2022-10-16,Films (Non-English),8,Dobaaraa,,2090000,1,,,,,,,,,,,,
98,2022-10-16,Films (Non-English),9,Plan A Plan B,,1810000,3,,,,,,,,,,,,
99,2022-10-16,Films (Non-English),10,Usogui,,1540000,1,,,,,,,,,,,,
100,2022-10-16,TV (English),1,The Watcher,The Watcher: Season 1,125010000,1,,,,,,,,,,,,
101,2022-10-16,TV (English),2,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,122780000,4,,,,,,,,,,,,
102,2022-10-16,TV (English),3,The Midnight Club,The Midnight Club: Season 1,49870000,2,,,,,,,,,,,,
103,2022-10-16,TV (English),4,Conversations with a Killer: The Jeffrey Dahmer Tapes,Conversations with a Killer: The Jeffrey Dahmer Tapes: Limited Series,27710000,2,,,,,,,,,,,,
104,2022-10-16,TV (English),5,Dynasty,Dynasty: Season 5,18230000,4,ts57465,SHOW,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017.0,TV-14,42.0,['drama'],['US'],5.0,tt6128300,7.2,21637.0
105,2022-10-16,TV (English),6,Oddballs,Oddballs: Season 1,11900000,1,,,,,,,,,,,,
106,2022-10-16,TV (English),7,The Blacklist,The Blacklist: Season 9,11800000,1,ts1639,SHOW,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.",2013.0,TV-14,43.0,"['thriller', 'drama', 'crime']",['US'],9.0,tt2741602,8.0,242640.0
107,2022-10-16,TV (English),8,Bling Empire,Bling Empire: Season 3,10630000,2,ts271025,SHOW,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.",2021.0,TV-MA,37.0,['reality'],['US'],2.0,tt13660962,5.8,3052.0
108,2022-10-16,TV (English),9,Fate: The Winx Saga,Fate: The Winx Saga: Season 2,9690000,5,ts271888,SHOW,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",2021.0,TV-MA,50.0,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,tt8179402,6.8,39519.0
109,2022-10-16,TV (English),10,The Mole,The Mole: Season 1,9640000,1,ts31263,SHOW,"Players working as a team complete a series of difficult physical and psychological tests, each worth a set amount of money. One of the players, however, is a ""Mole"" or saboteur, whose goal is to foil the efforts of the other players without revealing his or her identity. At the end of each episode, the group is given a quiz on The Mole's identity. The player who knows the least information about The Mole is then immediately sent home. In the final episode, The Mole is revealed and the one remaining player wins the jackpot, up to $1,000,000.",2001.0,TV-14,47.0,['reality'],"['BE', 'US']",5.0,tt0270792,7.6,1155.0
110,2022-10-16,TV (Non-English),1,High Water,High Water: Season 1,31040000,2,,,,,,,,,,,,
111,2022-10-16,TV (Non-English),2,The Empress,The Empress: Season 1,28080000,3,,,,,,,,,,,,
112,2022-10-16,TV (Non-English),3,Little Women,Little Women: Season 1,24990000,6,tm113576,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994.0,PG,115.0,"['drama', 'romance', 'family']",['US'],,tt0110367,7.3,58178.0
113,2022-10-16,TV (Non-English),4,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,12150000,15,ts344162,SHOW,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,2022.0,,70.0,['drama'],['KR'],1.0,,,
114,2022-10-16,TV (Non-English),5,"El Rey, Vicente Fernández","El Rey, Vicente Fernández: Season 1",9360000,5,,,,,,,,,,,,
115,2022-10-16,TV (Non-English),6,Holy Family,Holy Family: Season 1,8510000,1,,,,,,,,,,,,
116,2022-10-16,TV (Non-English),7,Alchemy of Souls,Alchemy of Souls: Season 1,7750000,15,ts312082,SHOW,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022.0,TV-14,80.0,"['drama', 'action', 'thriller', 'scifi', 'comedy', 'fantasy', 'romance']",['KR'],1.0,tt20859920,8.6,878.0
117,2022-10-16,TV (Non-English),8,Glitch,Glitch: Season 1,7440000,1,ts36177,SHOW,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,2015.0,TV-MA,52.0,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,tt4192782,7.3,17240.0
118,2022-10-16,TV (Non-English),9,Young Lady and Gentleman,,7070000,8,,,,,,,,,,,,
119,2022-10-16,TV (Non-English),10,Chiquititas,,6000000,2,,,,,,,,,,,,
120,2022-10-09,Films (English),1,Luckiest Girl Alive,,43080000,1,,,,,,,,,,,,
121,2022-10-09,Films (English),2,Mr. Harrigan's Phone,,35420000,1,,,,,,,,,,,,
122,2022-10-09,Films (English),3,Last Seen Alive,,18810000,2,,,,,,,,,,,,
123,2022-10-09,Films (English),4,Blonde,,17410000,2,,,,,,,,,,,,
124,2022-10-09,Films (English),5,Lou,,12600000,3,,,,,,,,,,,,
125,2022-10-09,Films (English),6,The Boss Baby,,8510000,1,,,,,,,,,,,,
126,2022-10-09,Films (English),7,Sing,,8420000,1,,,,,,,,,,,,
127,2022-10-09,Films (English),8,Marauders,,8350000,2,tm244381,MOVIE,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,2016.0,R,107.0,"['crime', 'thriller', 'action']",['CA'],,tt3963816,5.5,21929.0
128,2022-10-09,Films (English),9,The Redeem Team,,7850000,1,,,,,,,,,,,,
129,2022-10-09,Films (English),10,Minions & More Volume 1,,7090000,3,,,,,,,,,,,,
130,2022-10-09,Films (Non-English),1,Aníkúlápó,,8730000,2,,,,,,,,,,,,
131,2022-10-09,Films (Non-English),2,Laal Singh Chaddha,,6630000,1,,,,,,,,,,,,
132,2022-10-09,Films (Non-English),3,Old People,,6480000,1,,,,,,,,,,,,
133,2022-10-09,Films (Non-English),4,Plan A Plan B,,5130000,2,,,,,,,,,,,,
134,2022-10-09,Films (Non-English),5,Togo,,4140000,1,,,,,,,,,,,,
135,2022-10-09,Films (Non-English),6,Jumping from High Places,,3700000,1,,,,,,,,,,,,
136,2022-10-09,Films (Non-English),7,ATHENA,,2830000,3,,,,,,,,,,,,
137,2022-10-09,Films (Non-English),8,Brazil 2002 - Behind the Scenes of Brazil's Fifth FIFA World Cup Victory,,1770000,1,,,,,,,,,,,,
138,2022-10-09,Films (Non-English),9,Ranga Ranga Vaibhavanga,,1620000,1,,,,,,,,,,,,
139,2022-10-09,Films (Non-English),10,Saakini Daakini,,1370000,1,,,,,,,,,,,,
140,2022-10-09,TV (English),1,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,205330000,3,,,,,,,,,,,,
141,2022-10-09,TV (English),2,Conversations with a Killer: The Jeffrey Dahmer Tapes,Conversations with a Killer: The Jeffrey Dahmer Tapes: Limited Series,31400000,1,,,,,,,,,,,,
142,2022-10-09,TV (English),3,Dynasty,Dynasty: Season 5,27830000,3,ts57465,SHOW,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017.0,TV-14,42.0,['drama'],['US'],5.0,tt6128300,7.2,21637.0
143,2022-10-09,TV (English),4,The Midnight Club,The Midnight Club: Season 1,18790000,1,,,,,,,,,,,,
144,2022-10-09,TV (English),5,Bling Empire,Bling Empire: Season 3,15210000,1,ts271025,SHOW,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.",2021.0,TV-MA,37.0,['reality'],['US'],2.0,tt13660962,5.8,3052.0
145,2022-10-09,TV (English),6,Fate: The Winx Saga,Fate: The Winx Saga: Season 2,14960000,4,ts271888,SHOW,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",2021.0,TV-MA,50.0,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,tt8179402,6.8,39519.0
146,2022-10-09,TV (English),7,Cobra Kai,Cobra Kai: Season 5,13530000,5,ts78801,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018.0,TV-14,31.0,"['action', 'drama', 'sport', 'comedy']",['US'],5.0,tt7221388,8.5,166830.0
147,2022-10-09,TV (English),8,Heartbreak High,Heartbreak High: Season 1,9480000,3,ts21684,SHOW,The ins and outs of the classroom lives of a group of students who attend the fictional Hartley High School in Sydney.,1994.0,TV-MA,45.0,"['drama', 'romance', 'comedy']",['AU'],7.0,tt5582224,7.8,3139.0
148,2022-10-09,TV (English),9,Stranger Things,Stranger Things 4,9420000,19,ts38796,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016.0,TV-14,61.0,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],5.0,tt4574334,8.7,1101055.0
149,2022-10-09,TV (English),10,Conversations with a Killer: The John Wayne Gacy Tapes,Conversations with a Killer: The John Wayne Gacy Tapes: Limited Series,8860000,3,ts344184,SHOW,He dined with the powerful. He preyed on the vulnerable. Beneath a smiling exterior was the horrifying darkness of a sadistic serial killer.,2022.0,TV-MA,61.0,"['documentation', 'crime']",['US'],1.0,tt18970124,7.1,6665.0
150,2022-10-09,TV (Non-English),1,The Empress,The Empress: Season 1,59430000,2,,,,,,,,,,,,
151,2022-10-09,TV (Non-English),2,High Water,High Water: Season 1,45840000,1,,,,,,,,,,,,
152,2022-10-09,TV (Non-English),3,Little Women,Little Women: Season 1,23580000,5,tm113576,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994.0,PG,115.0,"['drama', 'romance', 'family']",['US'],,tt0110367,7.3,58178.0
153,2022-10-09,TV (Non-English),4,"El Rey, Vicente Fernández","El Rey, Vicente Fernández: Season 1",13750000,4,,,,,,,,,,,,
154,2022-10-09,TV (Non-English),5,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,12220000,14,ts344162,SHOW,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,2022.0,,70.0,['drama'],['KR'],1.0,,,
155,2022-10-09,TV (Non-English),6,Alchemy of Souls,Alchemy of Souls: Season 1,9780000,14,ts312082,SHOW,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022.0,TV-14,80.0,"['drama', 'action', 'thriller', 'scifi', 'comedy', 'fantasy', 'romance']",['KR'],1.0,tt20859920,8.6,878.0
156,2022-10-09,TV (Non-English),7,Young Lady and Gentleman,,8520000,7,,,,,,,,,,,,
157,2022-10-09,TV (Non-English),8,Cyberpunk: Edgerunners,Cyberpunk: Edgerunners: Season 1,8020000,4,,,,,,,,,,,,
158,2022-10-09,TV (Non-English),9,Narco-Saints,Narco-Saints: Season 1,7580000,5,,,,,,,,,,,,
159,2022-10-09,TV (Non-English),10,Diary of a Gigolo,Diary of a Gigolo: Season 1,7100000,5,,,,,,,,,,,,
160,2022-10-02,Films (English),1,Lou,,46190000,2,,,,,,,,,,,,
161,2022-10-02,Films (English),2,Blonde,,37340000,1,,,,,,,,,,,,
162,2022-10-02,Films (English),3,Do Revenge,,15920000,3,,,,,,,,,,,,
163,2022-10-02,Films (English),4,A Jazzman's Blues,,15670000,2,,,,,,,,,,,,
164,2022-10-02,Films (English),5,Minions & More Volume 1,,10530000,2,,,,,,,,,,,,
165,2022-10-02,Films (English),6,Last Seen Alive,,8110000,1,,,,,,,,,,,,
166,2022-10-02,Films (English),7,Marauders,,6700000,1,tm244381,MOVIE,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,2016.0,R,107.0,"['crime', 'thriller', 'action']",['CA'],,tt3963816,5.5,21929.0
167,2022-10-02,Films (English),8,Inheritance,,6420000,1,,,,,,,,,,,,
168,2022-10-02,Films (English),9,Father Stu,,5450000,2,,,,,,,,,,,,
